season,event,champion,games_contests,pick_ban_ratio,banned_games,played_games,played_by_number_of_players,win,lose
12,Play in,Sivir,5,10.6,,5,3,4,1
12,Play in,Lillia,5,10.6,1,4,3,1,3
12,Play in,Yone,5,10.6,2,3,2,2,1
12,Play in,Varus,4,8.5,,4,3,4,0
12,Play in,Thresh,4,8.5,2,2,1,2,0
12,Play in,Mordekaiser,4,8.5,2,2,2,1,1
12,Play in,Olaf,4,8.5,3,1,1,1,0
12,Play in,Jarvan IV,4,8.5,3,1,1,0,1
12,Play in,Shen,3,6.4,,3,3,2,1
12,Play in,Wukong,3,6.4,,3,3,1,2
12,Play in,Gangplank,3,6.4,1,2,1,2,0
12,Play in,Zac,3,6.4,1,2,1,1,1
12,Play in,Morgana,3,6.4,1,2,2,0,2
12,Play in,Nilah,3,6.4,1,2,2,0,2
12,Play in,Rakan,3,6.4,1,2,2,0,2
12,Play in,Zoe,3,6.4,2,1,1,1,0
12,Play in,Taric,2,4.3,1,1,1,1,0
12,Play in,Irelia,2,4.3,1,1,1,0,1
12,Play in,Lux,2,4.3,1,1,1,0,1
12,Play in,Samira,2,4.3,1,1,1,0,1
12,Play in,Karma,2,4.3,2,0,,0,0
12,Play in,Gragas,1,2.1,,1,1,1,0
12,Play in,Jinx,1,2.1,,1,1,1,0
12,Play in,Lucian,1,2.1,,1,1,1,0
12,Play in,Nami,1,2.1,,1,1,1,0
12,Play in,Syndra,1,2.1,,1,1,1,0
12,Play in,Vayne,1,2.1,,1,1,1,0
12,Play in,Ashe,1,2.1,,1,1,0,1
12,Play in,Garen,1,2.1,,1,1,0,1
12,Play in,Rumble,1,2.1,,1,1,0,1
12,Play in,Sion,1,2.1,,1,1,0,1
12,Play in,Soraka,1,2.1,,1,1,0,1
12,Play in,Teemo,1,2.1,,1,1,0,1
12,Play in,Tryndamere,1,2.1,,1,1,0,1
12,Play in,Vladimir,1,2.1,,1,1,0,1
12,Play in,Xin Zhao,1,2.1,,1,1,0,1
12,Play in,Zilean,1,2.1,,1,1,0,1
12,Play in,Nocturne,1,2.1,1,0,,0,0
12,Play in,Pyke,1,2.1,1,0,,0,0
12,Main,Aatrox,80,100,58,22,12,12,10
12,Main,Yuumi,76,95,68,8,6,8,0
12,Main,Sejuani,72,90,42,30,17,16,14
12,Main,Caitlyn,70,87.5,62,8,5,5,3
12,Main,Azir,66,82.5,29,37,13,19,18
12,Main,Sylas,60,75,28,32,10,21,11
12,Main,Graves,59,73.8,34,25,11,12,13
12,Main,Maokai,56,70,35,21,14,7,14
12,Main,Lucian,55,68.8,29,26,9,15,11
12,Main,Viego,48,60,18,30,9,19,11
12,Main,Akali,48,60,24,24,11,12,12
12,Main,Fiora,42,52.5,23,19,10,9,10
12,Main,Renata Glasc,41,51.2,20,21,10,13,8
12,Main,Aphelios,39,48.8,8,31,10,17,14
12,Main,Renekton,39,48.8,23,16,9,5,11
12,Main,Viktor,35,43.8,16,19,10,6,13
12,Main,Kalista,31,38.8,13,18,10,7,11
12,Main,Ornn,31,38.8,15,16,11,9,7
12,Main,Nami,27,33.8,1,26,9,15,11
12,Main,Varus,27,33.8,8,19,10,9,10
12,Main,Lee Sin,23,28.7,8,15,9,7,8
12,Main,Poppy,22,27.5,9,13,9,4,9
12,Main,LeBlanc,22,27.5,14,8,4,3,5
12,Main,Camille,21,26.3,10,11,5,8,3
12,Main,Heimerdinger,21,26.3,13,8,3,4,4
12,Main,Vi,18,22.5,6,12,8,6,6
12,Main,Nautilus,18,22.5,11,7,6,1,6
12,Main,Lulu,16,20,1,15,7,8,7
12,Main,Jax,16,20,5,11,7,5,6
12,Main,Jarvan IV,16,20,8,8,6,2,6
12,Main,Gragas,14,17.5,3,11,7,8,3
12,Main,Gnar,14,17.5,5,9,5,4,5
12,Main,Taliyah,14,17.5,7,7,4,3,4
12,Main,Lissandra,14,17.5,9,5,4,3,2
12,Main,Kai'Sa,13,16.3,5,8,6,5,3
12,Main,Thresh,13,16.3,6,7,4,4,3
12,Main,Ashe,13,16.3,7,6,3,4,2
12,Main,Draven,13,16.3,7,6,5,3,3
12,Main,Soraka,12,15,3,9,6,4,5
12,Main,Leona,12,15,3,9,7,2,7
12,Main,Trundle,12,15,5,7,4,4,3
12,Main,Ryze,12,15,8,4,2,3,1
12,Main,Amumu,11,13.8,5,6,4,2,4
12,Main,Bel'Veth,11,13.8,5,6,5,1,5
12,Main,Sivir,10,12.5,2,8,6,7,1
12,Main,Karma,10,12.5,3,7,5,2,5
12,Main,Tristana,10,12.5,4,6,6,1,5
12,Main,Yone,10,12.5,5,5,2,5,0
12,Main,Miss Fortune,9,11.3,1,8,4,2,6
12,Main,Rell,9,11.3,3,6,5,4,2
12,Main,Gangplank,9,11.3,5,4,3,2,2
12,Main,Lux,8,10,1,7,6,3,4
12,Main,Tahm Kench,8,10,2,6,5,2,4
12,Main,Ezreal,8,10,3,5,4,1,4
12,Main,Kindred,8,10,4,4,1,4,0
12,Main,Galio,8,10,4,4,4,1,3
12,Main,Syndra,7,8.8,2,5,4,0,5
12,Main,Ahri,6,7.5,1,5,4,4,1
12,Main,Sett,6,7.5,1,5,4,2,3
12,Main,Hecarim,6,7.5,2,4,3,3,1
12,Main,Jinx,6,7.5,2,4,3,3,1
12,Main,Seraphine,6,7.5,2,4,3,0,4
12,Main,Senna,6,7.5,3,3,3,0,3
12,Main,Nidalee,6,7.5,4,2,2,1,1
12,Main,Pyke,6,7.5,5,1,1,0,1
12,Main,Jayce,5,6.3,2,3,2,3,0
12,Main,Kennen,5,6.3,2,3,3,1,2
12,Main,Braum,4,5,2,2,1,2,0
12,Main,Alistar,4,5,2,2,2,1,1
12,Main,Kayn,4,5,2,2,1,0,2
12,Main,Orianna,3,3.8,,3,3,2,1
12,Main,Swain,3,3.8,1,2,2,1,1
12,Main,Karthus,3,3.8,2,1,1,1,0
12,Main,Nocturne,3,3.8,2,1,1,1,0
12,Main,Bard,2,2.5,,2,2,1,1
12,Main,Blitzcrank,2,2.5,,2,2,1,1
12,Main,Gwen,2,2.5,,2,2,1,1
12,Main,Jhin,2,2.5,,2,2,1,1
12,Main,Xayah,2,2.5,,2,2,1,1
12,Main,Rakan,2,2.5,1,1,1,1,0
12,Main,Darius,2,2.5,1,1,1,0,1
12,Main,Fiddlesticks,2,2.5,1,1,1,0,1
12,Main,Singed,2,2.5,1,1,1,0,1
12,Main,Mordekaiser,2,2.5,2,0,,0,0
12,Main,Nilah,2,2.5,2,0,,0,0
12,Main,Shen,1,1.3,,1,1,1,0
12,Main,Anivia,1,1.3,,1,1,0,1
12,Main,Irelia,1,1.3,,1,1,0,1
12,Main,Malphite,1,1.3,,1,1,0,1
12,Main,Nasus,1,1.3,,1,1,0,1
12,Main,Rumble,1,1.3,,1,1,0,1
12,Main,Wukong,1,1.3,,1,1,0,1
12,Main,Xin Zhao,1,1.3,,1,1,0,1
12,Main,Olaf,1,1.3,1,0,,0,0
