season,event,champion,games_contests,pick_ban_ratio,banned_games,played_games,played_by_number_of_players,win,lose
1,Main,Nunu,27,96.4,9,18,6,12,6
1,Main,Alistar,25,89.3,12,13,4,8,5
1,Main,Rumble,23,82.1,21,2,2,2,0
1,Main,Vladimir,22,78.6,14,8,5,3,5
1,Main,Twisted Fate,22,78.6,18,4,2,2,2
1,Main,Corki,20,71.4,5,15,8,8,7
1,Main,Jarvan IV,20,71.4,7,13,5,8,5
1,Main,Vayne,20,71.4,12,8,5,4,4
1,Main,Janna,19,67.9,1,18,6,10,8
1,Main,Ashe,19,67.9,2,17,8,13,4
1,Main,Nidalee,19,67.9,15,4,3,3,1
1,Main,Sona,18,64.3,3,15,6,9,6
1,Main,Amumu,18,64.3,8,10,6,3,7
1,Main,Malzahar,16,57.1,,16,6,9,7
1,Main,Warwick,14,50,3,11,7,6,5
1,Main,Anivia,14,50,5,9,4,5,4
1,Main,Taric,13,46.4,3,10,6,3,7
1,Main,Annie,10,35.7,2,8,5,4,4
1,Main,Karthus,9,32.1,3,6,4,2,4
1,Main,Brand,8,28.6,,8,3,3,5
1,Main,Miss Fortune,8,28.6,,8,4,2,6
1,Main,Soraka,8,28.6,1,7,5,2,5
1,Main,Gragas,7,25,3,4,3,3,1
1,Main,Nocturne,7,25,3,4,3,2,2
1,Main,Irelia,7,25,3,4,2,1,3
1,Main,Zilean,7,25,5,2,2,1,1
1,Main,Akali,7,25,6,1,1,1,0
1,Main,Singed,6,21.4,2,4,2,2,2
1,Main,Swain,5,17.9,,5,4,2,3
1,Main,Caitlyn,4,14.3,,4,3,0,4
1,Main,Cho'Gath,3,10.7,,3,3,1,2
1,Main,Tristana,3,10.7,,3,2,1,2
1,Main,Trundle,3,10.7,,3,3,0,3
1,Main,Mordekaiser,3,10.7,2,1,1,1,0
1,Main,Lee Sin,2,7.1,,2,2,1,1
1,Main,Teemo,2,7.1,,2,1,1,1
1,Main,Gangplank,1,3.6,,1,1,1,0
1,Main,Sion,1,3.6,,1,1,1,0
1,Main,Blitzcrank,1,3.6,,1,1,0,1
1,Main,Dr. Mundo,1,3.6,,1,1,0,1
1,Main,Garen,1,3.6,,1,1,0,1
1,Main,Kassadin,1,3.6,,1,1,0,1
1,Main,Lux,1,3.6,,1,1,0,1
1,Main,Poppy,1,3.6,,1,1,0,1
1,Main,Rammus,1,3.6,,1,1,0,1
1,Main,Urgot,1,3.6,,1,1,0,1
2,Main,Ezreal,28,90.3,4,24,10,11,13
2,Main,Jayce,26,83.9,14,12,7,7,5
2,Main,Shen,24,77.4,6,18,9,7,11
2,Main,Sona,23,74.2,7,16,7,12,4
2,Main,Orianna,22,71,13,9,5,8,1
2,Main,Karthus,21,67.7,5,16,6,7,9
2,Main,Maokai,21,67.7,6,15,6,9,6
2,Main,Skarner,21,67.7,12,9,5,7,2
2,Main,Anivia,19,61.3,12,7,3,4,3
2,Main,Alistar,19,61.3,14,5,3,2,3
2,Main,Irelia,17,54.8,9,8,6,4,4
2,Main,Blitzcrank,17,54.8,12,5,5,3,2
2,Main,Kog'Maw,14,45.2,4,10,3,6,4
2,Main,Vladimir,14,45.2,5,9,5,5,4
2,Main,Evelynn,14,45.2,12,2,1,2,0
2,Main,Nunu,13,41.9,2,11,6,5,6
2,Main,Yorick,11,35.5,5,6,3,2,4
2,Main,Corki,10,32.3,,10,7,5,5
2,Main,Jax,10,32.3,5,5,3,3,2
2,Main,Dr. Mundo,7,22.6,,7,2,5,2
2,Main,Graves,7,22.6,,7,4,3,4
2,Main,Leona,7,22.6,,7,5,2,5
2,Main,Olaf,7,22.6,2,5,4,2,3
2,Main,Lee Sin,7,22.6,4,3,2,3,0
2,Main,Nidalee,7,22.6,4,3,2,3,0
2,Main,Twisted Fate,7,22.6,7,0,,0,0
2,Main,Taric,6,19.4,,6,5,2,4
2,Main,Lulu,6,19.4,,6,4,1,5
2,Main,Lux,6,19.4,1,5,4,2,3
2,Main,Shyvana,6,19.4,1,5,5,0,5
2,Main,Malphite,6,19.4,2,4,3,2,2
2,Main,Diana,6,19.4,3,3,2,1,2
2,Main,Udyr,5,16.1,,5,4,0,5
2,Main,Morgana,5,16.1,1,4,3,1,3
2,Main,Vayne,4,12.9,,4,2,3,1
2,Main,Zyra,4,12.9,,4,2,2,2
2,Main,Cassiopeia,4,12.9,,4,2,1,3
2,Main,Gragas,4,12.9,2,2,2,0,2
2,Main,Katarina,4,12.9,3,1,1,0,1
2,Main,Miss Fortune,3,9.7,,3,1,2,1
2,Main,Caitlyn,3,9.7,,3,3,1,2
2,Main,Ryze,3,9.7,,3,2,1,2
2,Main,Cho'Gath,3,9.7,1,2,2,1,1
2,Main,Sivir,3,9.7,3,0,,0,0
2,Main,Singed,2,6.5,,2,1,2,0
2,Main,Xin Zhao,2,6.5,,2,2,2,0
2,Main,Zilean,2,6.5,,2,1,1,1
2,Main,Darius,2,6.5,,2,2,0,2
2,Main,Nocturne,2,6.5,,2,2,0,2
2,Main,Ahri,2,6.5,1,1,1,1,0
2,Main,Draven,2,6.5,2,0,,0,0
2,Main,Amumu,1,3.2,,1,1,1,0
2,Main,Soraka,1,3.2,,1,1,1,0
2,Main,Jarvan IV,1,3.2,,1,1,0,1
2,Main,Riven,1,3.2,,1,1,0,1
2,Main,Swain,1,3.2,,1,1,0,1
2,Main,Tristana,1,3.2,,1,1,0,1
2,Main,Gangplank,1,3.2,1,0,,0,0
2,Main,Twitch,1,3.2,1,0,,0,0
3,Main,Zed,63,100,52,11,9,6,5
3,Main,Shen,61,96.8,35,26,13,15,11
3,Main,Corki,59,93.7,26,33,12,16,17
3,Main,Ahri,52,82.5,26,26,10,12,14
3,Main,Zyra,48,76.2,6,42,12,23,19
3,Main,Elise,48,76.2,11,37,16,16,21
3,Main,Sona,44,69.8,8,36,12,13,23
3,Main,Orianna,41,65.1,20,21,10,12,9
3,Main,Lee Sin,40,63.5,14,26,10,16,10
3,Main,Thresh,40,63.5,22,18,9,9,9
3,Main,Aatrox,36,57.1,16,20,8,12,8
3,Main,Fizz,34,54,22,12,9,6,6
3,Main,Renekton,32,50.8,11,21,8,14,7
3,Main,Caitlyn,32,50.8,12,20,9,12,8
3,Main,Vi,30,47.6,17,13,5,7,6
3,Main,Jarvan IV,26,41.3,1,25,11,11,14
3,Main,Ezreal,22,34.9,,22,12,11,11
3,Main,Vayne,22,34.9,6,16,7,8,8
3,Main,Kassadin,19,30.2,12,7,5,5,2
3,Main,Gragas,18,28.6,2,16,9,7,9
3,Main,Zac,17,27,2,15,6,7,8
3,Main,Varus,15,23.8,,15,8,6,9
3,Main,Kennen,15,23.8,9,6,5,2,4
3,Main,Jax,14,22.2,4,10,4,7,3
3,Main,Annie,12,19,7,5,4,3,2
3,Main,Leona,11,17.5,1,10,4,7,3
3,Main,Twisted Fate,11,17.5,5,6,4,2,4
3,Main,Evelynn,11,17.5,7,4,2,3,1
3,Main,Rumble,10,15.9,2,8,5,2,6
3,Main,Lissandra,10,15.9,4,6,5,3,3
3,Main,Kog'Maw,8,12.7,1,7,3,5,2
3,Main,Fiddlesticks,8,12.7,2,6,5,4,2
3,Main,Twitch,8,12.7,5,3,2,1,2
3,Main,Ashe,7,11.1,1,6,3,3,3
3,Main,Nocturne,7,11.1,2,5,3,1,4
3,Main,Vladimir,6,9.5,,6,5,2,4
3,Main,Singed,6,9.5,1,5,3,3,2
3,Main,Lulu,5,7.9,,5,4,1,4
3,Main,Ryze,5,7.9,,5,2,1,4
3,Main,Karthus,5,7.9,2,3,3,1,2
3,Main,Nasus,4,6.3,,4,3,2,2
3,Main,Nidalee,3,4.8,,3,3,2,1
3,Main,Diana,3,4.8,,3,3,1,2
3,Main,Nunu,3,4.8,,3,2,1,2
3,Main,Tristana,3,4.8,,3,3,1,2
3,Main,Malphite,3,4.8,,3,3,0,3
3,Main,Yorick,3,4.8,1,2,2,1,1
3,Main,Riven,2,3.2,,2,1,2,0
3,Main,Nami,2,3.2,,2,1,1,1
3,Main,Syndra,2,3.2,,2,1,1,1
3,Main,Shyvana,2,3.2,,2,2,0,2
3,Main,Blitzcrank,1,1.6,,1,1,1,0
3,Main,Cassiopeia,1,1.6,,1,1,1,0
3,Main,Jayce,1,1.6,,1,1,1,0
3,Main,Kayle,1,1.6,,1,1,1,0
3,Main,Sivir,1,1.6,,1,1,1,0
3,Main,Tryndamere,1,1.6,,1,1,1,0
3,Main,Veigar,1,1.6,,1,1,1,0
3,Main,Volibear,1,1.6,,1,1,1,0
3,Main,Dr. Mundo,1,1.6,,1,1,0,1
3,Main,Hecarim,1,1.6,,1,1,0,1
3,Main,Karma,1,1.6,,1,1,0,1
3,Main,Miss Fortune,1,1.6,,1,1,0,1
3,Main,Soraka,1,1.6,,1,1,0,1
3,Main,Swain,1,1.6,,1,1,0,1
3,Main,Teemo,1,1.6,,1,1,0,1
3,Main,Xin Zhao,1,1.6,,1,1,0,1
3,Main,Zilean,1,1.6,,1,1,0,1
3,Main,Ziggs,1,1.6,1,0,,0,0
4,Main,Alistar,78,100,73,5,5,4,1
4,Main,Zilean,75,96.2,62,13,11,6,7
4,Main,Lee Sin,72,92.3,29,43,16,24,19
4,Main,Maokai,72,92.3,45,27,12,17,10
4,Main,Ryze,68,87.2,31,37,14,22,15
4,Main,Kha'Zix,66,84.6,8,58,18,25,33
4,Main,Thresh,63,80.8,19,44,15,24,20
4,Main,Lucian,61,78.2,17,44,15,23,21
4,Main,Janna,53,67.9,8,45,14,28,17
4,Main,Rumble,40,51.3,15,25,11,13,12
4,Main,Tristana,39,50,7,32,15,12,20
4,Main,Zed,38,48.7,19,19,9,9,10
4,Main,Twitch,35,44.9,11,24,9,17,7
4,Main,Rengar,33,42.3,19,14,6,12,2
4,Main,Orianna,32,41,5,27,12,14,13
4,Main,Yasuo,30,38.5,15,15,8,10,5
4,Main,Nami,29,37.2,3,26,12,10,16
4,Main,Syndra,25,32.1,11,14,9,5,9
4,Main,Nidalee,25,32.1,17,8,6,1,7
4,Main,Fizz,24,30.8,11,13,7,5,8
4,Main,Corki,22,28.2,,22,7,12,10
4,Main,Irelia,21,26.9,6,15,7,10,5
4,Main,Jayce,20,25.6,8,12,6,7,5
4,Main,Jarvan IV,18,23.1,1,17,10,6,11
4,Main,Kog'Maw,17,21.8,1,16,9,7,9
4,Main,Lulu,17,21.8,2,15,10,5,10
4,Main,Elise,16,20.5,1,15,9,5,10
4,Main,Kayle,15,19.2,2,13,10,5,8
4,Main,Twisted Fate,14,17.9,6,8,4,3,5
4,Main,Ahri,13,16.7,1,12,8,5,7
4,Main,Braum,12,15.4,,12,9,6,6
4,Main,Morgana,12,15.4,,12,6,6,6
4,Main,Dr. Mundo,10,12.8,,10,5,1,9
4,Main,Kassadin,10,12.8,2,8,6,5,3
4,Main,Jinx,10,12.8,3,7,3,2,5
4,Main,Talon,7,9,,7,4,3,4
4,Main,Xerath,6,7.7,,6,6,2,4
4,Main,Aatrox,6,7.7,6,0,,0,0
4,Main,Vayne,4,5.1,,4,3,3,1
4,Main,Leona,3,3.8,,3,2,1,2
4,Main,Pantheon,3,3.8,,3,2,1,2
4,Main,Blitzcrank,3,3.8,,3,1,0,3
4,Main,Sona,3,3.8,,3,2,0,3
4,Main,Rammus,3,3.8,1,2,2,2,0
4,Main,Evelynn,2,2.6,,2,2,2,0
4,Main,Caitlyn,2,2.6,,2,1,1,1
4,Main,Graves,2,2.6,,2,2,1,1
4,Main,Singed,2,2.6,,2,1,1,1
4,Main,Ziggs,2,2.6,,2,2,1,1
4,Main,Ezreal,2,2.6,,2,2,0,2
4,Main,Akali,1,1.3,,1,1,1,0
4,Main,Fiddlesticks,1,1.3,,1,1,1,0
4,Main,Katarina,1,1.3,,1,1,1,0
4,Main,Lissandra,1,1.3,,1,1,1,0
4,Main,Riven,1,1.3,,1,1,1,0
4,Main,Swain,1,1.3,,1,1,1,0
4,Main,Galio,1,1.3,,1,1,0,1
4,Main,Nunu,1,1.3,,1,1,0,1
4,Main,Varus,1,1.3,,1,1,0,1
4,Main,Vi,1,1.3,,1,1,0,1
4,Main,Gragas,1,1.3,1,0,,0,0
5,Main,Gangplank,73,100,69,4,4,4,0
5,Main,Mordekaiser,72,98.6,68,4,4,4,0
5,Main,Elise,71,97.3,32,39,14,26,13
5,Main,Lulu,69,94.5,43,26,16,13,13
5,Main,Rek'Sai,56,76.7,19,37,10,15,22
5,Main,Kalista,54,74,25,29,13,14,15
5,Main,Darius,53,72.6,15,38,16,19,19
5,Main,Azir,42,57.5,28,14,8,10,4
5,Main,Thresh,35,47.9,6,29,14,13,16
5,Main,Tahm Kench,34,46.6,20,14,7,10,4
5,Main,Alistar,33,45.2,3,30,11,15,15
5,Main,Jinx,33,45.2,4,29,13,15,14
5,Main,Gragas,33,45.2,4,29,12,13,16
5,Main,Lee Sin,28,38.4,10,18,7,9,9
5,Main,Twisted Fate,28,38.4,16,12,8,7,5
5,Main,Tristana,27,37,,27,11,11,16
5,Main,Braum,24,32.9,3,21,14,8,13
5,Main,Fiora,23,31.5,4,19,6,11,8
5,Main,Gnar,21,28.8,2,19,12,8,11
5,Main,Kennen,21,28.8,5,16,10,8,8
5,Main,Morgana,20,27.4,2,18,8,8,10
5,Main,Sivir,19,26,,19,8,9,10
5,Main,Viktor,18,24.7,1,17,8,8,9
5,Main,Veigar,18,24.7,10,8,5,3,5
5,Main,LeBlanc,17,23.3,6,11,6,6,5
5,Main,Shen,15,20.5,3,12,5,10,2
5,Main,Malphite,14,19.2,4,10,7,3,7
5,Main,Ashe,13,17.8,4,9,3,5,4
5,Main,Orianna,12,16.4,,12,6,3,9
5,Main,Olaf,12,16.4,2,10,7,4,6
5,Main,Yasuo,12,16.4,6,6,6,2,4
5,Main,Riven,10,13.7,,10,5,5,5
5,Main,Annie,10,13.7,1,9,7,4,5
5,Main,Renekton,10,13.7,4,6,3,4,2
5,Main,Ekko,9,12.3,,9,9,3,6
5,Main,Fizz,9,12.3,5,4,1,2,2
5,Main,Kog'Maw,8,11,1,7,4,3,4
5,Main,Ryze,8,11,2,6,2,5,1
5,Main,Kassadin,7,9.6,,7,3,5,2
5,Main,Vayne,7,9.6,1,6,5,2,4
5,Main,Anivia,6,8.2,,6,2,4,2
5,Main,Rumble,6,8.2,1,5,1,4,1
5,Main,Diana,6,8.2,2,4,3,2,2
5,Main,Nidalee,6,8.2,3,3,3,3,0
5,Main,Varus,6,8.2,4,2,2,1,1
5,Main,Jarvan IV,5,6.8,,5,3,4,1
5,Main,Caitlyn,5,6.8,,5,3,3,2
5,Main,Hecarim,5,6.8,,5,4,2,3
5,Main,Lissandra,4,5.5,,4,4,2,2
5,Main,Evelynn,4,5.5,,4,3,1,3
5,Main,Janna,3,4.1,,3,3,2,1
5,Main,Ahri,3,4.1,,3,3,1,2
5,Main,Skarner,3,4.1,,3,3,1,2
5,Main,Maokai,3,4.1,,3,2,0,3
5,Main,Zac,2,2.7,,2,1,2,0
5,Main,Bard,2,2.7,,2,2,0,2
5,Main,Irelia,2,2.7,,2,2,0,2
5,Main,Rengar,2,2.7,,2,2,0,2
5,Main,Zed,2,2.7,,2,2,0,2
5,Main,Draven,1,1.4,,1,1,1,0
5,Main,Graves,1,1.4,,1,1,1,0
5,Main,Karthus,1,1.4,,1,1,1,0
5,Main,Leona,1,1.4,,1,1,1,0
5,Main,Lucian,1,1.4,,1,1,1,0
5,Main,Vladimir,1,1.4,,1,1,1,0
5,Main,Blitzcrank,1,1.4,,1,1,0,1
5,Main,Brand,1,1.4,,1,1,0,1
5,Main,Cassiopeia,1,1.4,,1,1,0,1
5,Main,Jayce,1,1.4,,1,1,0,1
5,Main,Nautilus,1,1.4,,1,1,0,1
5,Main,Nunu,1,1.4,,1,1,0,1
5,Main,Syndra,1,1.4,,1,1,0,1
5,Main,Twitch,1,1.4,,1,1,0,1
5,Main,Vi,1,1.4,,1,1,0,1
6,Main,Nidalee,77,100,66,11,10,8,3
6,Main,Syndra,75,97.4,59,16,10,10,6
6,Main,Olaf,59,76.6,23,36,14,18,18
6,Main,Karma,58,75.3,16,42,16,19,23
6,Main,Jhin,51,66.2,12,39,13,24,15
6,Main,Elise,50,64.9,21,29,15,10,19
6,Main,Caitlyn,49,63.6,15,34,11,16,18
6,Main,Jayce,47,61,21,26,15,15,11
6,Main,Ryze,46,59.7,27,19,11,10,9
6,Main,Lee Sin,45,58.4,8,37,13,21,16
6,Main,Rumble,41,53.2,9,32,13,16,16
6,Main,Ezreal,39,50.6,7,32,12,11,21
6,Main,Poppy,38,49.4,9,29,11,14,15
6,Main,Kennen,37,48.1,14,23,12,12,11
6,Main,Rek'Sai,34,44.2,16,18,12,8,10
6,Main,Aurelion Sol,32,41.6,20,12,10,8,4
6,Main,Sivir,31,40.3,11,20,11,10,10
6,Main,Gnar,30,39,12,18,12,7,11
6,Main,Viktor,29,37.7,6,23,8,13,10
6,Main,Alistar,28,36.4,5,23,16,15,8
6,Main,Cassiopeia,28,36.4,6,22,10,8,14
6,Main,Zyra,27,35.1,5,22,5,14,8
6,Main,Vladimir,27,35.1,12,15,9,7,8
6,Main,Nami,26,33.8,2,24,12,10,14
6,Main,Tahm Kench,23,29.9,12,11,7,6,5
6,Main,Bard,17,22.1,5,12,5,3,9
6,Main,Braum,16,20.8,,16,12,6,10
6,Main,Ashe,15,19.5,4,11,5,7,4
6,Main,Lucian,14,18.2,1,13,7,7,6
6,Main,Malzahar,14,18.2,3,11,8,5,6
6,Main,Orianna,13,16.9,,13,6,5,8
6,Main,Trundle,12,15.6,1,11,6,6,5
6,Main,Ekko,11,14.3,1,10,5,5,5
6,Main,Brand,9,11.7,8,1,1,1,0
6,Main,Varus,8,10.4,3,5,4,3,2
6,Main,Zac,8,10.4,4,4,3,2,2
6,Main,Graves,7,9.1,,7,5,3,4
6,Main,Skarner,7,9.1,1,6,5,4,2
6,Main,Miss Fortune,7,9.1,4,3,2,3,0
6,Main,Irelia,6,7.8,1,5,4,3,2
6,Main,Twisted Fate,6,7.8,5,1,1,0,1
6,Main,Jinx,5,6.5,,5,3,2,3
6,Main,Zilean,4,5.2,,4,4,1,3
6,Main,Kassadin,4,5.2,4,0,,0,0
6,Main,Hecarim,3,3.9,,3,2,2,1
6,Main,Lissandra,3,3.9,,3,2,2,1
6,Main,Soraka,3,3.9,1,2,2,1,1
6,Main,Maokai,2,2.6,,2,2,1,1
6,Main,Anivia,2,2.6,1,1,1,1,0
6,Main,Shen,2,2.6,1,1,1,0,1
6,Main,Nocturne,1,1.3,,1,1,1,0
6,Main,Taric,1,1.3,,1,1,1,0
6,Main,Fiora,1,1.3,,1,1,0,1
6,Main,Kha'Zix,1,1.3,,1,1,0,1
6,Main,Kindred,1,1.3,,1,1,0,1
6,Main,Kled,1,1.3,,1,1,0,1
6,Main,Nautilus,1,1.3,,1,1,0,1
7,Play in,Kalista,39,100,34,5,4,4,1
7,Play in,Sejuani,38,97.4,22,16,11,7,9
7,Play in,Jarvan IV,37,94.9,24,13,9,8,5
7,Play in,Galio,35,89.7,17,18,13,13,5
7,Play in,Syndra,33,84.6,16,17,8,8,9
7,Play in,Tristana,32,82.1,8,24,10,12,12
7,Play in,Rakan,30,76.9,17,13,7,9,4
7,Play in,Xayah,29,74.4,9,20,10,10,10
7,Play in,Cho'Gath,28,71.8,13,15,10,6,9
7,Play in,Gragas,26,66.7,3,23,10,14,9
7,Play in,Alistar,25,64.1,14,11,8,3,8
7,Play in,Maokai,24,61.5,8,16,8,10,6
7,Play in,Shen,23,59,13,10,7,4,6
7,Play in,Orianna,22,56.4,12,10,8,4,6
7,Play in,Rek'Sai,20,51.3,12,8,5,4,4
7,Play in,Janna,19,48.7,5,14,6,12,2
7,Play in,Lulu,19,48.7,5,14,7,5,9
7,Play in,Kog'Maw,19,48.7,10,9,7,4,5
7,Play in,Corki,18,46.2,7,11,6,4,7
7,Play in,LeBlanc,18,46.2,13,5,5,3,2
7,Play in,Taliyah,17,43.6,13,4,4,3,1
7,Play in,Braum,15,38.5,6,9,5,3,6
7,Play in,Jayce,15,38.5,10,5,3,3,2
7,Play in,Thresh,15,38.5,13,2,2,1,1
7,Play in,Varus,14,35.9,4,10,7,4,6
7,Play in,Elise,11,28.2,8,3,3,0,3
7,Play in,Ryze,10,25.6,7,3,3,2,1
7,Play in,Cassiopeia,9,23.1,3,6,5,4,2
7,Play in,Rumble,9,23.1,3,6,4,3,3
7,Play in,Lucian,9,23.1,7,2,2,0,2
7,Play in,Karma,8,20.5,3,5,5,2,3
7,Play in,Nidalee,8,20.5,4,4,4,2,2
7,Play in,Kassadin,8,20.5,6,2,2,1,1
7,Play in,Gnar,7,17.9,3,4,4,2,2
7,Play in,Lee Sin,6,15.4,1,5,3,1,4
7,Play in,Morgana,6,15.4,2,4,3,2,2
7,Play in,Jax,6,15.4,3,3,3,1,2
7,Play in,Aurelion Sol,6,15.4,4,2,2,2,0
7,Play in,Olaf,6,15.4,4,2,1,1,1
7,Play in,Ezreal,5,12.8,1,4,3,3,1
7,Play in,Camille,5,12.8,1,4,3,2,2
7,Play in,Trundle,5,12.8,5,0,,0,0
7,Play in,Blitzcrank,4,10.3,3,1,1,0,1
7,Play in,Kayn,4,10.3,3,1,1,0,1
7,Play in,Taric,3,7.7,,3,3,2,1
7,Play in,Twitch,3,7.7,1,2,2,2,0
7,Play in,Anivia,3,7.7,2,1,1,0,1
7,Play in,Dr. Mundo,3,7.7,3,0,,0,0
7,Play in,Ashe,2,5.1,,2,1,1,1
7,Play in,Sivir,2,5.1,,2,2,1,1
7,Play in,Fiora,2,5.1,,2,2,0,2
7,Play in,Vladimir,2,5.1,,2,2,0,2
7,Play in,Caitlyn,2,5.1,1,1,1,0,1
7,Play in,Renekton,2,5.1,1,1,1,0,1
7,Play in,Zac,2,5.1,1,1,1,0,1
7,Play in,Ekko,1,2.6,,1,1,1,0
7,Play in,Graves,1,2.6,,1,1,1,0
7,Play in,Vayne,1,2.6,,1,1,1,0
7,Play in,Draven,1,2.6,,1,1,0,1
7,Play in,Jhin,1,2.6,,1,1,0,1
7,Play in,Kha'Zix,1,2.6,,1,1,0,1
7,Play in,Malzahar,1,2.6,,1,1,0,1
7,Play in,Nunu,1,2.6,,1,1,0,1
7,Play in,Soraka,1,2.6,,1,1,0,1
7,Play in,Yasuo,1,2.6,,1,1,0,1
7,Play in,Amumu,1,2.6,1,0,,0,0
7,Play in,Brand,1,2.6,1,0,,0,0
7,Main,Kalista,80,100,80,0,,0,0
7,Main,Sejuani,79,98.8,35,44,17,22,22
7,Main,Jarvan IV,79,98.8,37,42,16,22,20
7,Main,Janna,76,95,32,44,14,31,13
7,Main,Lulu,75,93.8,28,47,17,19,28
7,Main,Galio,73,91.3,52,21,10,14,7
7,Main,Xayah,69,86.3,44,25,13,13,12
7,Main,Cho'Gath,62,77.5,21,41,17,21,20
7,Main,Tristana,61,76.3,16,45,15,22,23
7,Main,Gragas,58,72.5,22,36,15,23,13
7,Main,Rakan,54,67.5,34,20,12,11,9
7,Main,Syndra,51,63.7,28,23,13,10,13
7,Main,Shen,51,63.7,29,22,11,11,11
7,Main,Kog'Maw,49,61.3,22,27,14,12,15
7,Main,Jayce,47,58.8,36,11,7,7,4
7,Main,Ryze,43,53.8,15,28,13,9,19
7,Main,Gnar,41,51.2,25,16,9,12,4
7,Main,Taliyah,40,50,24,16,8,9,7
7,Main,Maokai,32,40,6,26,14,7,19
7,Main,Orianna,32,40,19,13,8,6,7
7,Main,Twitch,31,38.8,9,22,9,13,9
7,Main,Varus,29,36.3,6,23,9,10,13
7,Main,Cassiopeia,29,36.3,20,9,6,4,5
7,Main,LeBlanc,27,33.8,23,4,4,3,1
7,Main,Trundle,22,27.5,11,11,9,6,5
7,Main,Ezreal,22,27.5,16,6,3,2,4
7,Main,Taric,20,25,2,18,8,7,11
7,Main,Corki,19,23.8,3,16,10,7,9
7,Main,Caitlyn,19,23.8,10,9,4,6,3
7,Main,Rek'Sai,18,22.5,7,11,7,4,7
7,Main,Malzahar,17,21.3,7,10,3,9,1
7,Main,Lucian,17,21.3,12,5,3,1,4
7,Main,Rumble,15,18.8,8,7,4,3,4
7,Main,Karma,14,17.5,3,11,8,3,8
7,Main,Kassadin,14,17.5,10,4,4,2,2
7,Main,Renekton,9,11.3,6,3,3,1,2
7,Main,Kha'Zix,7,8.8,4,3,2,3,0
7,Main,Thresh,7,8.8,4,3,2,1,2
7,Main,Blitzcrank,6,7.5,3,3,2,1,2
7,Main,Soraka,5,6.3,1,4,1,3,1
7,Main,Kennen,5,6.3,1,4,2,2,2
7,Main,Vayne,5,6.3,1,4,3,2,2
7,Main,Zac,5,6.3,1,4,3,1,3
7,Main,Ivern,5,6.3,3,2,2,1,1
7,Main,Fizz,4,5,,4,2,3,1
7,Main,Lee Sin,4,5,,4,3,2,2
7,Main,Leona,4,5,1,3,2,2,1
7,Main,Kayn,4,5,1,3,1,1,2
7,Main,Sivir,4,5,1,3,2,1,2
7,Main,Singed,4,5,2,2,1,2,0
7,Main,Elise,4,5,2,2,1,1,1
7,Main,Nocturne,4,5,2,2,2,1,1
7,Main,Alistar,4,5,2,2,2,0,2
7,Main,Nidalee,4,5,3,1,1,0,1
7,Main,Nautilus,3,3.8,,3,2,2,1
7,Main,Camille,3,3.8,,3,2,1,2
7,Main,Yasuo,3,3.8,,3,3,1,2
7,Main,Graves,3,3.8,1,2,1,1,1
7,Main,Urgot,3,3.8,1,2,1,1,1
7,Main,Morgana,2,2.5,,2,2,0,2
7,Main,Braum,2,2.5,1,1,1,1,0
7,Main,Nasus,2,2.5,1,1,1,1,0
7,Main,Jax,2,2.5,1,1,1,0,1
7,Main,Vladimir,2,2.5,1,1,1,0,1
7,Main,Sion,2,2.5,2,0,,0,0
7,Main,Ashe,1,1.3,,1,1,1,0
7,Main,Lissandra,1,1.3,,1,1,1,0
7,Main,Tahm Kench,1,1.3,,1,1,1,0
7,Main,Aurelion Sol,1,1.3,,1,1,0,1
7,Main,Ekko,1,1.3,,1,1,0,1
7,Main,Gangplank,1,1.3,,1,1,0,1
7,Main,Jinx,1,1.3,,1,1,0,1
7,Main,Mordekaiser,1,1.3,,1,1,0,1
7,Main,Nami,1,1.3,,1,1,0,1
7,Main,Rengar,1,1.3,,1,1,0,1
7,Main,Sona,1,1.3,,1,1,0,1
7,Main,Zilean,1,1.3,,1,1,0,1
7,Main,Bard,1,1.3,1,0,,0,0
7,Main,Twisted Fate,1,1.3,1,0,,0,0
8,Play in,Urgot,42,100,23,19,12,13,6
8,Play in,Aatrox,42,100,31,11,8,3,8
8,Play in,Alistar,38,90.5,16,22,12,13,9
8,Play in,Akali,33,78.6,25,8,6,3,5
8,Play in,Kai'Sa,32,76.2,6,26,9,18,8
8,Play in,Gragas,31,73.8,14,17,11,7,10
8,Play in,Rakan,31,73.8,18,13,8,7,6
8,Play in,Tahm Kench,30,71.4,17,13,10,6,7
8,Play in,Skarner,27,64.3,15,12,8,7,5
8,Play in,Olaf,27,64.3,18,9,6,3,6
8,Play in,Ryze,26,61.9,16,10,7,8,2
8,Play in,LeBlanc,25,59.5,15,10,8,6,4
8,Play in,Ornn,24,57.1,11,13,8,6,7
8,Play in,Varus,24,57.1,15,9,6,5,4
8,Play in,Irelia,23,54.8,17,6,5,5,1
8,Play in,Nocturne,22,52.4,10,12,8,6,6
8,Play in,Sion,21,50,6,15,7,6,9
8,Play in,Syndra,19,45.2,9,10,6,4,6
8,Play in,Camille,19,45.2,11,8,6,3,5
8,Play in,Heimerdinger,17,40.5,14,3,1,0,3
8,Play in,Xayah,16,38.1,6,10,7,5,5
8,Play in,Galio,16,38.1,10,6,4,3,3
8,Play in,Lucian,15,35.7,4,11,5,2,9
8,Play in,Braum,15,35.7,5,10,8,4,6
